year,pct,sex,race,stopped,arrested,frisked,searched,summoned,contrabn,weapnfnd,pf_weapn,pf_hcuff,cs_objcs,cs_descr,cs_casng,cs_lkout,cs_cloth,cs_drgtr,cs_furtv,cs_vcrim,cs_bulge,rf_vcrim,rf_othsw,rf_attir,rf_vcact,rf_rfcmp,rf_verbl,rf_knowl,rf_furtv,rf_bulge
2005,71,M,B,2653,58,1322,91,68,23,20,24,56,98,538,551,353,116,262,1106,80,293,172,725,104,549,225,21,47,911,236
2005,71,M,I,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0
2005,71,M,P,40,0,16,3,0,0,1,0,0,2,5,10,6,2,6,14,0,4,2,14,0,7,3,0,0,9,3
2005,71,M,Q,159,3,62,6,4,0,1,3,4,8,23,29,25,6,20,53,6,10,10,66,4,23,9,0,1,41,8
2005,71,M,W,41,0,8,1,2,0,0,0,0,5,4,8,8,2,2,7,0,1,0,17,2,7,0,0,2,5,2
2005,72,F,A,17,1,3,1,1,0,0,0,1,1,5,0,2,0,0,3,0,0,2,8,0,0,0,0,0,1,0
2005,72,F,B,28,2,7,0,3,0,0,1,1,0,8,4,1,4,1,6,1,0,5,12,0,1,2,0,0,1,0
2005,72,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,72,F,P,11,0,2,0,0,0,0,0,0,0,2,3,2,1,0,3,0,0,0,5,0,0,0,0,0,2,0
2005,72,F,Q,114,4,22,3,1,1,0,0,3,0,41,25,16,2,5,26,0,4,2,33,1,14,1,1,1,9,6
2005,72,F,W,35,0,2,0,0,0,0,0,0,1,10,5,7,0,4,6,0,0,1,16,1,1,0,0,0,0,0
2005,72,M,A,139,3,36,3,5,0,1,2,5,11,34,31,24,1,1,24,0,1,7,44,2,10,9,0,0,11,4
2005,72,M,B,297,16,106,21,14,3,8,8,16,10,126,68,46,7,13,75,14,11,35,68,6,31,28,3,3,45,14
2005,72,M,I,10,0,5,0,1,0,0,0,0,0,3,0,2,2,0,2,0,3,1,5,2,0,2,0,0,2,1
2005,72,M,P,388,17,175,22,12,1,4,8,15,10,154,104,82,11,32,110,9,27,70,62,17,46,30,1,5,97,19
2005,72,M,Q,2117,78,901,95,61,14,32,16,46,72,957,652,491,50,133,658,49,100,386,297,66,198,136,8,18,518,116
2005,72,M,W,405,16,107,22,8,6,4,8,6,16,126,88,70,12,33,63,4,12,29,128,6,29,26,6,0,38,13
2005,73,F,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,73,F,B,689,11,99,14,63,4,0,1,9,6,36,39,39,5,38,119,7,40,7,21,3,4,14,0,3,47,38
2005,73,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,73,F,P,13,0,2,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0
2005,73,F,Q,85,4,19,7,13,1,0,0,2,1,3,2,4,0,2,11,1,8,3,3,2,0,3,0,0,6,4
2005,73,F,W,19,0,1,0,1,0,0,0,0,0,1,2,0,1,4,3,1,1,0,0,0,0,0,0,0,2,0
2005,73,M,A,9,0,5,1,1,1,0,0,0,1,0,1,0,0,0,3,0,3,0,0,1,0,1,0,1,2,3
2005,73,M,B,8527,130,4286,328,657,48,22,52,153,195,1124,817,715,260,497,2651,346,2211,526,445,414,230,587,59,85,2110,2067
2005,73,M,I,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,73,M,P,165,7,80,7,8,1,4,2,3,5,24,15,8,10,9,51,9,37,12,12,10,4,12,2,0,34,35
2005,73,M,Q,571,13,259,35,56,3,0,7,15,13,60,41,46,18,28,163,12,134,26,34,27,10,37,2,3,130,119
2005,73,M,W,80,1,32,1,5,0,0,0,1,6,10,6,6,3,10,26,3,22,1,3,4,2,3,1,0,16,17
2005,75,F,A,31,1,2,0,2,1,2,0,0,1,2,11,6,2,3,12,0,1,0,6,0,5,0,0,0,2,1
2005,75,F,B,1779,69,229,68,312,15,13,9,44,48,139,404,310,46,186,625,20,62,38,608,26,261,51,17,8,107,33
2005,75,F,I,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,75,F,P,91,1,10,3,12,0,0,0,1,6,7,28,14,1,11,26,0,4,2,32,1,12,1,0,0,3,0
2005,75,F,Q,602,20,71,23,79,11,3,4,11,13,47,158,124,16,83,227,2,22,6,173,5,86,12,2,5,28,11
2005,75,F,W,125,1,9,1,15,0,0,0,2,6,6,30,28,5,21,50,1,1,1,39,0,21,4,2,0,5,0
2005,75,M,A,564,7,122,16,79,4,6,0,7,33,46,245,142,18,30,260,13,36,23,121,20,99,36,3,5,67,24
2005,75,M,B,16878,406,6321,748,2071,158,210,98,346,601,1894,4873,3086,650,1552,7179,531,2230,1164,4121,1030,3251,1464,105,122,3495,1899
2005,75,M,I,179,2,35,4,22,0,0,0,3,5,8,85,36,5,11,75,2,8,5,28,8,16,7,0,0,17,3
2005,75,M,P,1461,35,526,67,171,9,16,6,33,62,158,493,315,60,129,590,49,149,114,315,84,287,127,10,15,289,130
2005,75,M,Q,5776,128,1814,250,741,58,87,25,109,304,472,1866,1231,200,489,2552,151,605,300,1303,302,1027,366,29,36,1037,495
2005,75,M,W,725,20,171,35,128,7,6,1,9,71,49,269,137,22,79,259,14,54,24,200,25,153,47,2,1,90,40
2005,76,F,A,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2005,76,F,B,168,8,26,8,16,7,0,2,4,2,26,25,17,0,16,30,1,4,0,82,2,15,4,0,1,9,7
2005,76,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,76,F,P,21,0,3,0,1,0,0,0,0,0,5,4,6,0,0,3,0,0,2,8,0,1,0,2,0,2,0
2005,76,F,Q,113,1,10,1,12,1,0,2,0,2,10,8,17,1,12,13,0,9,0,48,0,7,1,0,0,3,6
2005,76,F,W,72,2,5,0,5,1,0,0,2,0,8,16,7,0,6,15,0,0,0,36,0,3,2,0,0,1,0
2005,76,M,A,52,1,3,2,4,0,1,0,2,3,5,20,8,0,2,13,0,2,0,14,1,2,0,0,0,0,0
2005,76,M,B,1512,86,536,103,122,74,11,10,55,31,325,318,275,27,124,375,33,178,87,464,52,139,115,7,7,238,155
2005,76,M,I,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,76,M,P,222,11,100,17,27,10,1,1,10,7,46,45,46,3,12,66,2,33,8,73,4,16,9,0,4,45,34
2005,76,M,Q,1165,55,249,51,74,33,13,5,36,59,152,278,201,14,87,259,14,83,19,417,27,80,40,2,8,103,81
2005,76,M,W,594,10,81,18,26,19,10,0,12,29,58,141,81,14,37,152,4,27,9,209,7,39,11,1,3,31,25
2005,77,F,A,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,77,F,B,933,31,306,42,142,14,1,4,25,8,107,236,144,15,241,290,61,46,45,120,32,91,78,8,4,192,39
2005,77,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,77,F,P,25,0,7,0,2,0,0,0,0,1,0,3,4,0,6,8,0,0,0,4,0,2,6,0,0,7,0
2005,77,F,Q,105,3,27,4,12,1,0,0,0,2,8,23,23,2,34,34,4,2,4,13,2,10,4,0,0,16,1
2005,77,F,W,55,2,19,2,7,1,0,0,0,2,2,16,12,0,19,22,2,6,2,4,0,8,5,0,2,13,3
2005,77,M,A,62,3,33,2,5,2,1,0,4,7,4,26,13,0,12,21,2,0,5,4,2,5,12,0,2,19,4
2005,77,M,B,13710,366,7952,1069,1972,131,107,39,284,387,1703,4242,2473,281,2763,6162,926,1210,1176,1380,1185,1688,2106,60,150,5455,1241
2005,77,M,I,15,0,4,0,0,0,0,0,0,2,0,5,2,0,2,6,1,0,0,3,2,0,0,0,0,2,0
2005,77,M,P,325,7,179,15,45,0,2,0,5,13,20,104,55,2,79,136,25,22,17,33,22,41,36,0,3,126,24
2005,77,M,Q,1043,26,576,86,198,8,3,10,13,50,111,407,189,22,169,431,81,95,73,98,89,126,94,6,17,372,92
2005,77,M,W,288,3,113,9,57,2,3,0,2,25,18,117,35,4,76,82,11,18,9,27,19,29,30,2,0,60,15
2005,78,F,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,78,F,B,51,3,11,1,3,3,0,2,2,3,11,5,3,1,3,14,0,0,5,22,0,3,3,2,0,3,1
2005,78,F,I,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2005,78,F,P,8,0,1,0,0,1,0,0,0,0,2,1,1,0,0,3,0,1,0,2,0,2,0,0,0,1,0
2005,78,F,Q,42,3,7,3,0,0,1,2,1,2,8,7,6,0,2,11,1,0,1,16,0,3,0,1,0,3,0
2005,78,F,W,57,4,13,5,4,1,1,0,1,7,14,6,6,2,1,11,1,1,2,25,2,6,1,0,1,3,1
2005,78,M,A,23,0,4,2,0,0,0,0,0,2,6,8,2,1,3,7,0,1,0,7,2,2,0,0,0,1,1
2005,78,M,B,909,48,356,70,57,15,12,7,45,25,380,258,114,40,68,242,37,42,115,148,67,164,103,8,8,130,40
2005,78,M,I,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
2005,78,M,P,148,5,49,13,9,3,4,5,2,6,37,70,20,6,12,37,2,15,12,19,12,27,9,1,1,24,9
2005,78,M,Q,589,20,181,34,27,10,7,14,11,26,197,177,83,29,44,133,11,24,52,127,30,106,37,4,2,76,20
2005,78,M,W,298,12,71,17,8,7,2,6,10,15,69,77,36,6,21,85,3,7,17,88,2,50,24,0,1,30,8
2005,79,F,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
2005,79,F,B,783,28,108,26,60,13,0,2,25,21,122,88,77,13,176,158,23,19,27,145,10,51,23,4,2,52,9
2005,79,F,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,79,F,P,36,1,2,1,0,1,0,2,2,1,3,5,10,0,8,6,0,1,0,9,0,5,1,0,2,2,1
2005,79,F,Q,129,2,12,3,8,1,0,0,1,1,16,17,18,6,17,18,2,3,1,24,0,6,0,0,0,9,1
2005,79,F,W,26,1,2,1,0,0,0,0,0,2,0,4,2,0,3,4,1,0,0,5,0,1,0,0,1,1,0
2005,79,M,A,42,4,16,4,0,1,0,0,2,2,15,3,0,0,10,17,7,0,6,5,0,6,0,0,0,10,2
2005,79,M,B,8701,249,3154,381,299,113,95,61,178,342,1614,1372,1262,253,1599,2585,441,821,777,1208,376,819,615,30,89,1572,694
2005,79,M,I,12,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2005,79,M,P,278,8,100,9,11,3,3,1,5,13,56,42,32,7,38,81,23,23,27,46,11,29,22,2,1,46,26
2005,79,M,Q,1172,32,404,51,65,17,4,11,20,68,174,184,146,33,144,348,45,95,81,224,44,89,69,2,8,219,73
2005,79,M,W,179,7,52,5,1,3,0,2,4,19,31,42,19,3,23,37,6,5,19,28,6,12,5,0,0,24,11
2005,81,F,A,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,81,F,B,142,7,31,6,12,1,0,0,4,5,35,14,19,5,33,59,11,6,8,2,2,7,9,0,0,22,5
2005,81,F,I,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2005,81,F,P,11,0,3,0,1,0,0,0,0,0,1,2,4,1,0,5,1,0,0,1,1,0,0,0,0,3,1
2005,81,F,Q,10,0,3,0,1,0,0,0,0,0,3,4,2,0,0,5,1,0,0,0,0,0,2,0,0,4,0
2005,81,F,W,6,0,3,0,1,0,0,0,1,0,0,2,0,0,1,3,0,0,1,0,0,1,0,0,0,2,0
2005,81,M,A,14,1,2,1,2,0,0,0,1,2,4,5,2,0,2,2,4,1,0,1,0,0,0,0,0,2,0
2005,81,M,B,3816,66,2045,108,290,24,33,20,81,168,627,1074,702,215,359,1800,450,335,600,135,140,363,366,49,35,1330,329
2005,81,M,I,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,81,M,P,87,1,31,2,7,0,1,0,1,5,15,27,19,4,10,31,9,4,7,0,3,3,3,1,1,18,4
2005,81,M,Q,243,8,120,9,22,1,1,0,4,17,29,58,40,13,19,111,17,20,20,18,7,11,14,2,0,71,18
2005,81,M,W,56,2,19,3,7,1,0,0,1,3,12,16,6,2,2,19,5,6,4,3,2,0,3,0,0,16,2
2005,83,F,A,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2005,83,F,B,62,1,13,0,2,0,0,0,0,4,11,18,10,5,5,23,2,1,3,3,3,1,3,0,0,8,1
2005,83,F,I,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,83,F,P,6,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0
2005,83,F,Q,103,2,29,5,1,0,0,0,2,4,26,24,14,1,13,29,7,2,8,5,1,4,8,2,0,16,1
2005,83,F,W,20,1,7,1,0,0,0,0,1,0,3,4,6,0,3,7,0,2,2,3,1,2,2,0,0,6,0
2005,83,M,A,22,0,12,0,1,0,0,0,0,1,4,4,2,0,2,12,1,1,0,0,1,0,5,0,0,12,0
2005,83,M,B,1581,27,834,75,37,10,8,13,35,46,362,455,295,64,137,715,92,112,232,79,86,90,234,11,24,560,116
2005,83,M,I,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2005,83,M,P,322,8,162,24,14,3,2,1,12,24,71,105,68,9,34,111,19,29,66,14,7,18,43,3,6,102,26
2005,83,M,Q,2135,26,1073,52,61,8,4,11,36,42,358,743,419,74,172,890,97,138,236,86,128,114,285,9,29,719,138
2005,83,M,W,162,2,71,6,9,1,1,2,5,8,23,72,33,8,17,47,7,7,13,4,10,6,18,0,2,48,8
2005,84,F,A,5,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2005,84,F,B,153,14,21,10,5,3,1,3,8,2,32,15,31,0,12,23,3,5,3,51,3,6,0,1,1,7,3
2005,84,F,I,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2005,84,F,P,5,0,2,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2005,84,F,Q,38,2,5,2,1,1,0,0,1,1,13,6,5,0,4,9,0,1,1,11,0,4,1,0,0,2,2
2005,84,F,W,14,1,1,0,1,1,0,0,0,1,3,2,0,0,1,2,0,1,0,5,0,2,1,0,0,0,0
2005,84,M,A,18,1,5,0,1,0,0,1,0,0,1,4,1,0,1,4,0,1,1,11,0,0,1,0,0,1,3
2005,84,M,B,1139,99,437,125,97,17,22,16,63,49,394,262,154,32,86,268,42,69,115,255,53,150,98,15,14,183,69
2005,84,M,I,6,2,3,1,0,0,0,0,1,0,1,1,0,1,0,2,1,3,0,2,0,1,1,1,0,1,2
2005,84,M,P,72,6,28,8,6,1,2,0,3,5,19,20,9,1,2,17,3,5,4,17,7,14,7,0,1,17,5
2005,84,M,Q,303,12,78,21,13,4,4,1,7,18,70,92,44,8,14,71,3,18,13,81,3,30,17,3,2,38,19
2005,84,M,W,153,7,35,8,12,4,2,1,5,10,38,46,13,3,8,34,3,6,6,46,2,14,6,3,1,18,5
2005,88,F,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,88,F,B,232,14,87,9,15,7,2,1,8,4,59,31,24,20,40,63,5,5,8,15,5,6,8,4,3,54,6
2005,88,F,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,88,F,P,8,1,2,1,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,1,0,0,1,0,0,1,0
2005,88,F,Q,33,1,10,2,1,0,0,0,0,3,7,9,6,4,9,7,2,0,2,1,0,2,2,1,0,5,0
2005,88,F,W,23,0,5,0,3,0,0,0,0,0,8,6,4,1,5,2,1,1,0,2,0,1,0,0,0,3,0
2005,88,M,A,25,0,13,0,3,0,0,0,2,5,2,1,1,1,7,9,6,1,3,2,0,1,1,0,0,9,1
2005,88,M,B,3008,97,1472,115,124,48,3,15,61,188,828,789,464,106,414,893,140,173,244,136,137,104,217,12,27,927,143
2005,88,M,I,5,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2005,88,M,P,72,5,39,3,4,1,1,0,2,3,18,25,12,3,12,20,2,6,3,4,2,5,5,0,0,29,4
2005,88,M,Q,324,12,142,10,13,4,1,0,4,28,73,103,46,10,27,87,8,14,34,22,23,3,12,0,3,73,11
2005,88,M,W,290,5,134,7,26,3,0,2,4,18,68,83,42,9,40,95,11,15,21,12,13,9,19,1,1,89,13
2005,90,F,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2005,90,F,B,87,1,13,3,3,0,0,0,0,2,18,14,12,3,11,25,2,2,1,5,3,2,1,0,0,6,2
2005,90,F,I,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,90,F,P,27,4,5,4,0,0,0,0,4,1,3,7,7,1,4,4,2,0,0,4,0,3,0,0,1,1,0
2005,90,F,Q,185,3,20,4,10,2,0,0,1,7,26,27,37,3,32,41,2,4,3,13,1,4,6,1,1,8,2
2005,90,F,W,50,1,5,2,0,0,0,0,0,3,2,8,7,0,4,13,1,0,0,2,1,0,0,0,0,1,1
2005,90,M,A,63,0,4,1,2,0,0,0,1,9,7,15,7,3,2,20,5,2,0,0,2,0,2,0,0,3,1
2005,90,M,B,1875,44,540,83,52,11,3,13,21,103,519,472,265,101,129,442,98,89,149,166,125,63,79,3,10,239,57
2005,90,M,I,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,90,M,P,618,9,157,21,22,2,2,3,4,24,172,188,108,31,45,160,39,12,49,29,21,24,23,0,5,72,13
2005,90,M,Q,3159,65,701,115,93,27,12,19,35,176,640,844,516,117,284,826,191,129,179,123,135,113,124,20,20,379,72
2005,90,M,W,610,4,90,11,16,3,2,2,7,58,77,171,86,19,53,139,35,38,19,11,24,11,5,0,3,46,13
2005,94,F,A,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,94,F,B,13,0,0,0,0,0,0,0,0,0,2,2,4,0,1,3,0,0,0,2,0,1,0,0,0,0,0
2005,94,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,94,F,P,10,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2005,94,F,Q,36,5,11,6,1,1,2,0,2,0,8,7,2,0,0,13,0,0,2,10,2,2,0,0,0,5,0
2005,94,F,W,78,0,4,0,5,0,0,0,2,5,20,8,14,2,4,5,4,0,2,23,0,3,2,0,0,0,0
2005,94,M,A,58,0,4,0,6,0,0,0,0,4,11,12,4,2,4,10,0,0,0,15,2,0,0,0,0,2,0
2005,94,M,B,733,54,196,53,34,10,5,9,20,26,211,290,96,80,27,180,23,22,73,106,26,64,43,9,4,74,25
2005,94,M,I,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2005,94,M,P,162,6,29,2,10,0,0,11,4,3,40,50,21,4,4,53,3,3,14,34,3,17,10,0,0,12,6
2005,94,M,Q,954,47,196,36,35,3,5,12,29,32,243,309,130,66,38,244,30,10,85,174,17,59,44,4,8,81,9
2005,94,M,W,1312,49,216,49,109,13,4,11,30,59,271,387,147,65,36,308,39,38,49,255,23,94,69,3,10,83,34
2005,100,F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,100,F,B,61,15,26,13,0,1,3,2,9,2,20,4,6,1,3,21,2,1,2,20,1,10,1,0,0,13,2
2005,100,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,100,F,P,11,7,11,8,1,2,0,2,6,0,4,0,0,0,5,5,0,2,1,5,0,2,1,0,0,7,0
2005,100,F,Q,21,3,7,2,1,0,2,0,1,0,8,0,0,0,0,8,0,1,1,8,0,1,1,0,0,3,1
2005,100,F,W,54,4,20,5,2,0,0,0,1,0,4,7,5,2,11,25,1,1,0,20,1,11,5,0,1,15,4
2005,100,M,A,18,0,5,0,2,0,0,0,0,1,3,6,1,0,0,6,0,0,3,5,0,2,0,0,0,2,0
2005,100,M,B,1032,119,589,178,47,28,14,16,111,7,318,113,67,33,96,560,28,52,82,261,27,249,87,0,30,406,71
2005,100,M,I,7,1,1,1,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,4,0,1,1,0,0,1,0
2005,100,M,P,43,8,21,14,3,2,1,0,8,1,13,6,8,2,2,19,2,2,2,14,1,9,2,0,1,11,3
2005,100,M,Q,216,17,94,29,24,4,4,4,15,5,46,28,14,4,19,107,4,13,10,58,1,37,8,0,5,64,15
2005,100,M,W,324,34,156,38,15,12,4,1,24,6,93,29,27,11,37,175,8,25,23,98,7,59,25,2,6,112,17
2005,101,F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,101,F,B,380,17,79,15,21,5,3,4,11,1,49,31,21,4,43,72,4,11,6,202,4,36,12,1,1,34,13
2005,101,F,I,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,101,F,P,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,2,0,2,0,0,0,0,0
2005,101,F,Q,56,3,9,1,3,1,0,0,1,0,4,5,2,1,5,15,0,3,0,27,0,5,2,0,0,8,2
2005,101,F,W,12,2,1,0,2,0,0,0,1,0,2,0,1,0,4,4,0,0,0,5,0,2,1,0,0,1,0
2005,101,M,A,12,0,3,0,3,0,0,0,0,1,0,3,0,0,2,2,1,1,0,2,0,1,1,0,0,1,1
2005,101,M,B,6276,224,2640,363,312,79,46,37,139,71,902,673,577,210,716,1800,232,766,395,2436,327,727,398,29,165,1395,692
2005,101,M,I,9,0,1,1,0,0,0,0,0,0,1,5,1,1,2,1,0,0,0,1,0,2,1,0,0,1,0
2005,101,M,P,112,7,53,8,13,0,2,3,5,0,26,14,8,6,13,33,6,15,9,29,8,21,5,0,3,23,12
2005,101,M,Q,736,22,269,45,75,5,8,1,10,18,90,116,76,22,82,196,17,82,30,261,35,89,29,6,8,123,55
2005,101,M,W,99,4,27,4,9,1,0,1,3,2,12,19,7,1,15,25,1,7,3,32,1,14,4,0,2,16,6
2005,102,F,A,83,0,5,0,12,1,1,0,0,0,13,41,24,0,0,30,0,0,2,17,1,10,0,0,0,2,1
2005,102,F,B,33,1,7,1,3,0,0,0,2,0,14,14,4,1,2,16,0,0,2,16,0,4,3,0,0,6,0
2005,102,F,I,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2005,102,F,P,12,1,4,1,0,0,0,0,0,0,3,2,1,0,2,1,0,0,0,8,0,3,0,0,0,3,0
2005,102,F,Q,110,2,16,1,14,0,0,0,2,4,34,28,20,4,3,26,3,3,6,33,2,21,0,0,0,11,2
2005,102,F,W,64,0,6,0,8,1,0,0,2,1,12,17,8,1,0,20,0,2,4,21,0,4,1,0,0,4,2
2005,102,M,A,1059,55,346,85,133,13,14,7,38,46,248,470,181,26,15,454,54,59,121,220,17,164,61,3,4,220,76
2005,102,M,B,976,64,462,93,59,18,19,10,59,39,342,335,110,33,18,377,55,83,185,218,55,155,72,8,12,251,83
2005,102,M,I,105,7,38,10,9,0,4,1,5,3,40,19,10,4,0,37,2,6,10,20,4,11,12,0,0,16,3
2005,102,M,P,281,13,131,31,15,4,5,1,17,4,81,105,45,17,1,118,13,28,41,68,12,82,29,2,0,81,23
2005,102,M,Q,1661,55,685,99,167,19,18,7,58,61,495,566,230,60,41,678,87,139,236,392,58,267,81,8,8,443,137
2005,102,M,W,582,20,166,35,51,3,8,3,20,23,125,189,102,14,14,196,8,31,56,175,18,78,25,0,2,96,29
2005,103,F,A,65,7,14,8,0,1,1,0,6,4,8,24,5,2,2,9,1,7,1,21,0,5,1,0,0,5,3
2005,103,F,B,700,70,199,86,48,8,8,7,45,7,75,146,94,21,59,195,15,52,22,290,13,113,21,2,7,71,45
2005,103,F,I,12,0,0,0,0,0,0,0,0,1,0,2,2,1,1,4,0,0,0,6,0,1,0,0,0,0,0
2005,103,F,P,38,1,7,1,1,0,0,0,4,2,4,9,5,0,0,9,1,2,1,15,0,2,1,0,0,5,0
2005,103,F,Q,241,9,36,10,7,2,4,0,4,6,25,51,42,9,11,62,6,18,3,107,5,32,5,0,0,15,13
2005,103,F,W,51,6,9,4,7,0,0,1,4,1,4,2,2,0,5,19,1,4,0,19,0,11,0,0,0,3,4
2005,103,M,A,637,32,173,42,18,5,5,7,22,33,73,226,99,20,23,166,27,73,38,191,16,77,22,4,3,63,60
2005,103,M,B,8005,466,3865,765,351,129,120,51,341,226,1122,2075,1331,254,781,2804,314,1600,599,1677,389,1462,629,32,38,1856,1433
2005,103,M,I,200,3,74,9,4,1,1,0,4,5,23,69,45,8,9,62,2,30,3,68,5,32,12,1,3,43,32
2005,103,M,P,409,19,176,27,29,6,7,6,8,9,58,111,60,9,21,116,11,74,32,148,12,54,36,0,1,77,65
2005,103,M,Q,2780,82,943,159,144,23,21,13,53,100,239,757,440,70,172,843,84,436,132,887,91,397,121,8,14,445,379
2005,103,M,W,273,10,67,10,28,4,4,1,7,12,19,79,38,5,22,69,7,26,7,91,6,45,11,1,1,32,19
2005,104,F,A,10,0,3,0,0,0,0,0,0,1,4,2,2,0,0,5,2,0,2,1,1,0,0,0,0,1,0
2005,104,F,B,30,0,8,0,1,1,0,1,0,0,4,11,6,0,3,8,2,1,1,2,0,3,1,0,0,3,1
2005,104,F,I,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2005,104,F,P,23,0,1,0,0,0,0,0,0,0,2,8,3,0,0,14,0,1,0,3,0,4,0,0,0,1,0
2005,104,F,Q,127,2,35,2,3,2,0,2,2,4,28,32,25,2,12,48,1,0,3,21,11,15,7,2,0,23,0
2005,104,F,W,163,3,36,5,9,2,0,0,2,1,23,35,40,3,31,35,6,2,4,35,5,18,5,0,0,12,0
2005,104,M,A,70,0,24,4,3,1,0,0,1,3,13,19,13,1,5,32,2,0,5,12,3,12,5,0,0,18,1
2005,104,M,B,389,12,213,16,18,4,4,1,6,8,110,131,62,13,8,149,28,17,37,52,58,50,28,4,3,109,19
