year,pct,sex,race,stopped,arrested,frisked,searched,summoned,contrabn,weapnfnd,pf_weapn,pf_hcuff,cs_objcs,cs_descr,cs_casng,cs_lkout,cs_cloth,cs_drgtr,cs_furtv,cs_vcrim,cs_bulge,rf_vcrim,rf_othsw,rf_attir,rf_vcact,rf_rfcmp,rf_verbl,rf_knowl,rf_furtv,rf_bulge
2009,6,M,A,51,5,26,6,5,0,0,0,5,1,22,21,6,1,1,16,4,0,9,1,3,1,9,2,0,10,0
2009,6,M,B,1259,71,582,120,11,24,17,6,53,40,343,596,295,68,92,495,58,31,110,67,115,32,126,15,12,372,56
2009,6,M,I,5,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,6,M,P,77,5,41,7,1,1,3,0,3,1,15,39,22,4,9,30,5,8,3,5,4,1,13,2,0,33,4
2009,6,M,Q,355,29,182,43,9,4,10,1,27,9,98,157,57,14,22,137,11,19,33,16,34,5,36,4,10,110,25
2009,6,M,W,358,29,131,43,12,11,16,3,29,26,118,118,40,8,33,106,11,14,19,14,21,6,32,5,4,71,18
2009,7,F,A,20,5,6,5,1,2,0,2,2,0,5,0,1,1,3,7,2,1,2,1,1,2,1,0,0,5,0
2009,7,F,B,67,11,25,7,4,3,0,1,5,0,24,14,9,3,9,24,6,1,5,6,7,1,4,0,0,12,1
2009,7,F,I,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,F,P,24,3,8,2,0,0,0,0,0,0,2,8,3,2,1,13,1,0,1,1,2,0,2,0,0,7,0
2009,7,F,Q,105,13,41,11,3,5,0,0,5,0,19,11,7,4,18,39,9,2,6,4,10,3,8,0,0,32,4
2009,7,F,W,55,10,22,5,6,5,0,0,2,1,6,9,7,2,12,16,4,1,4,0,4,3,6,0,0,19,1
2009,7,M,A,124,15,53,13,7,3,0,0,7,6,22,38,19,1,6,43,17,5,20,4,10,7,14,1,0,37,7
2009,7,M,B,1257,94,847,134,42,32,25,23,60,36,308,360,219,56,151,642,113,70,211,52,127,81,185,8,23,617,93
2009,7,M,I,13,3,9,2,2,0,0,0,2,0,3,2,1,2,2,6,0,1,1,1,0,0,2,0,0,7,2
2009,7,M,P,337,30,227,44,8,12,6,3,12,8,72,82,49,14,51,165,28,27,43,15,39,21,51,1,13,161,24
2009,7,M,Q,1305,111,870,149,45,48,38,22,57,47,239,348,257,68,205,669,96,87,169,61,157,76,226,9,22,613,105
2009,7,M,W,393,57,203,39,28,20,12,4,24,28,50,131,91,23,66,170,19,28,31,21,38,13,54,2,4,134,23
2009,9,F,A,9,1,2,0,0,0,0,0,2,0,3,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2009,9,F,B,107,21,22,10,1,4,1,0,9,3,21,31,20,1,8,24,2,0,3,6,1,0,3,2,1,14,0
2009,9,F,I,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,9,F,P,20,5,6,5,0,0,0,0,4,0,4,8,5,0,3,4,1,0,1,4,0,0,0,0,0,1,0
2009,9,F,Q,138,12,22,10,5,4,4,0,6,2,25,34,19,3,13,34,6,1,3,3,5,3,5,1,1,12,1
2009,9,F,W,99,5,4,3,3,1,0,2,6,3,11,40,30,3,12,19,2,3,0,1,2,0,3,0,0,3,1
2009,9,M,A,133,12,43,17,2,5,5,0,9,14,18,57,32,1,14,25,6,4,4,7,3,1,13,0,0,24,5
2009,9,M,B,1615,152,833,176,25,55,47,6,89,69,281,726,343,50,94,549,104,59,160,65,136,48,177,7,15,495,85
2009,9,M,I,16,0,3,0,0,0,0,0,0,0,0,9,7,0,0,4,0,1,0,0,0,0,0,0,0,1,2
2009,9,M,P,390,51,224,50,5,13,14,2,25,9,60,177,105,13,31,138,36,17,51,19,19,21,58,2,6,141,20
2009,9,M,Q,1552,183,831,188,39,70,54,7,122,86,211,599,321,36,158,564,100,67,139,63,96,66,172,8,11,540,89
2009,9,M,W,912,107,325,117,20,38,72,5,49,94,119,414,223,21,78,212,58,43,47,37,36,33,85,7,8,181,45
2009,10,F,A,10,0,1,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
2009,10,F,B,113,23,33,14,1,2,5,0,10,6,39,19,18,1,8,32,7,2,14,6,0,4,5,1,0,9,1
2009,10,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,10,F,P,6,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2009,10,F,Q,54,6,10,6,0,0,0,0,5,3,11,8,6,1,11,16,7,0,2,2,2,3,2,0,1,3,0
2009,10,F,W,68,10,17,10,1,4,0,2,11,3,22,9,4,2,12,17,5,0,3,4,3,1,4,0,0,8,1
2009,10,M,A,68,7,27,4,3,2,0,0,6,8,17,20,12,0,8,25,2,4,2,2,2,1,9,1,0,16,2
2009,10,M,B,1168,122,669,148,27,40,40,9,82,51,270,419,235,25,106,423,99,46,154,85,97,55,116,7,12,413,53
2009,10,M,I,11,3,9,2,0,1,2,0,2,2,2,5,2,0,1,2,1,0,2,0,1,1,1,0,0,4,1
2009,10,M,P,146,10,89,11,2,4,0,1,8,7,33,56,31,2,16,61,9,2,20,8,13,4,18,0,3,58,1
2009,10,M,Q,585,60,267,59,15,23,27,2,31,26,100,200,100,8,62,236,42,25,47,23,29,10,62,5,6,167,27
2009,10,M,W,486,40,200,39,12,20,16,2,19,36,92,139,76,1,54,164,45,29,43,22,15,19,43,4,2,104,29
2009,13,F,A,18,3,4,3,0,0,0,0,3,1,3,7,4,0,6,8,0,0,0,1,0,0,0,0,0,3,0
2009,13,F,B,138,18,24,13,1,2,2,0,8,9,34,45,21,11,11,43,4,1,3,5,2,1,3,0,1,11,1
2009,13,F,I,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,13,F,P,13,2,2,0,0,0,1,0,0,2,2,5,1,1,0,4,1,0,1,1,0,0,0,0,0,0,0
2009,13,F,Q,69,3,12,3,2,0,3,0,3,4,14,22,6,2,8,24,2,1,4,0,0,0,1,0,0,6,1
2009,13,F,W,107,1,8,5,1,0,5,0,2,6,37,25,13,15,7,23,1,2,0,1,1,1,0,0,0,2,4
2009,13,M,A,117,10,30,10,4,1,4,0,2,5,19,56,18,0,7,29,4,3,1,9,2,2,3,1,1,14,3
2009,13,M,B,1884,145,716,180,30,22,45,13,77,70,255,1037,263,51,107,679,90,70,108,79,101,37,113,17,12,444,66
2009,13,M,I,14,0,2,0,0,0,0,0,0,0,2,10,2,0,0,8,0,0,0,0,0,0,0,0,0,2,0
2009,13,M,P,278,28,126,22,4,1,17,6,10,14,27,147,25,15,15,118,23,9,20,10,15,21,21,2,4,92,6
2009,13,M,Q,1054,71,382,98,22,10,36,6,48,44,165,523,115,23,69,351,49,48,43,49,56,26,60,4,13,214,37
2009,13,M,W,624,50,200,76,18,11,41,2,39,58,104,270,57,9,40,187,17,41,20,33,30,11,29,0,2,93,41
2009,14,F,A,45,5,7,6,4,0,0,2,3,1,7,14,7,0,0,15,0,1,2,2,0,0,4,0,0,4,0
2009,14,F,B,395,28,62,18,4,3,6,0,16,18,43,204,91,5,8,132,8,7,3,6,8,3,19,2,1,35,5
2009,14,F,I,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,14,F,P,18,3,5,2,0,0,0,0,2,0,3,8,2,1,1,6,0,0,0,0,2,1,1,0,0,5,0
2009,14,F,Q,154,5,21,10,11,1,4,0,3,8,24,59,27,3,3,43,4,4,1,9,0,0,3,0,2,9,3
2009,14,F,W,158,2,19,5,5,1,2,1,4,5,14,69,27,1,4,36,3,5,1,3,0,1,5,0,0,12,2
2009,14,M,A,235,19,67,26,10,1,10,2,18,21,31,115,33,5,1,44,5,19,7,11,10,1,10,0,0,31,16
2009,14,M,B,5387,316,2116,421,85,47,101,23,260,198,696,3448,1209,135,121,1923,195,146,227,169,366,83,435,22,41,1401,151
2009,14,M,I,30,3,12,3,1,0,0,0,5,0,4,18,6,1,3,9,2,0,0,1,4,1,1,0,0,9,0
2009,14,M,P,406,38,170,37,12,4,17,1,25,21,44,227,93,9,10,166,15,26,15,25,19,6,28,1,2,98,24
2009,14,M,Q,1806,122,645,159,48,14,84,4,75,108,185,1034,301,35,34,538,59,131,63,68,78,39,111,9,10,347,116
2009,14,M,W,1168,45,446,113,48,12,122,3,51,141,117,447,144,14,48,383,37,161,23,67,54,15,68,4,2,195,130
2009,17,F,A,10,0,2,1,0,0,0,1,1,0,1,3,1,0,2,2,1,0,0,1,0,0,0,0,0,1,0
2009,17,F,B,48,4,9,0,1,0,0,1,1,0,16,21,11,1,5,19,2,0,1,0,0,0,2,0,0,5,2
2009,17,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,17,F,P,5,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2009,17,F,Q,29,2,4,2,0,0,0,0,1,0,4,7,4,2,0,3,1,1,0,2,0,0,1,0,0,2,1
2009,17,F,W,47,5,9,3,2,0,1,0,2,1,14,7,4,7,2,11,0,1,0,1,1,0,5,0,1,1,1
2009,17,M,A,87,5,14,3,2,1,1,0,2,5,16,44,30,4,4,35,7,6,1,3,4,3,5,2,1,6,2
2009,17,M,B,545,27,204,28,6,2,8,2,22,16,120,272,98,37,36,200,25,17,28,24,44,18,45,7,6,132,15
2009,17,M,I,5,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,17,M,P,83,7,31,7,1,1,0,0,6,6,13,37,10,2,5,31,2,2,4,8,4,1,7,0,0,17,3
2009,17,M,Q,324,14,101,19,4,2,8,0,10,19,60,153,47,12,10,92,12,19,18,16,13,5,25,4,3,53,9
2009,17,M,W,311,12,83,18,10,3,14,0,8,18,71,116,63,5,17,95,12,18,15,11,11,11,16,6,4,37,10
2009,18,F,A,10,2,2,2,1,0,0,0,3,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2009,18,F,B,109,13,20,7,3,3,2,4,13,4,34,37,25,7,5,36,9,4,5,3,0,4,6,0,2,8,1
2009,18,F,I,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,18,F,P,10,1,3,0,0,0,0,0,1,1,3,4,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
2009,18,F,Q,47,6,6,3,1,0,0,0,3,1,15,8,7,0,6,6,2,3,2,0,0,0,0,0,3,2,0
2009,18,F,W,78,1,6,2,1,1,1,3,1,1,18,12,8,1,0,15,2,3,0,2,0,1,2,0,0,2,1
2009,18,M,A,62,5,19,4,2,0,3,0,3,8,22,17,4,1,2,14,2,7,5,2,1,1,3,1,1,9,7
2009,18,M,B,1145,76,434,101,13,10,23,5,68,49,255,645,240,22,59,406,44,42,97,49,72,29,115,10,22,249,49
2009,18,M,I,7,0,0,0,0,0,0,0,0,0,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2009,18,M,P,99,10,48,13,1,0,3,4,8,10,34,44,15,1,7,22,6,1,15,9,2,3,8,0,4,23,5
2009,18,M,Q,425,33,178,49,14,8,12,7,36,28,89,197,64,8,32,137,28,28,37,25,23,17,33,2,15,90,28
2009,18,M,W,397,19,128,34,16,5,22,9,35,25,92,143,49,4,29,117,18,43,15,22,15,5,31,3,6,71,25
2009,19,F,A,11,3,3,3,0,0,0,0,2,0,3,4,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0
2009,19,F,B,119,42,49,30,4,4,0,2,27,4,36,40,15,6,5,43,7,2,6,24,2,2,4,0,1,14,0
2009,19,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19,F,P,25,4,10,3,2,0,0,0,5,0,8,4,0,0,0,8,5,0,4,2,0,0,0,0,0,5,0
2009,19,F,Q,80,12,17,8,3,0,1,3,10,2,23,24,14,0,2,24,4,1,3,2,3,1,4,0,0,8,1
2009,19,F,W,125,7,20,7,12,1,0,1,4,3,39,38,15,5,5,39,6,0,5,3,5,0,3,0,0,11,0
2009,19,M,A,125,10,37,8,15,1,1,0,7,2,25,47,11,0,5,51,10,3,12,6,2,2,3,0,0,15,2
2009,19,M,B,1206,160,619,198,53,34,19,33,113,37,324,506,184,41,70,492,82,46,152,75,136,54,117,10,7,350,56
2009,19,M,I,14,0,3,0,2,0,1,0,0,0,1,3,2,1,1,6,1,1,0,0,0,0,0,0,0,2,1
2009,19,M,P,231,25,140,49,8,4,2,1,18,3,49,90,34,2,10,94,17,24,23,15,20,12,13,1,3,74,29
2009,19,M,Q,844,96,353,106,64,18,17,13,60,37,165,342,164,30,39,345,52,42,70,42,70,24,55,6,4,177,43
2009,19,M,W,814,69,300,75,52,19,13,6,56,20,200,243,95,11,57,338,54,29,63,27,36,26,47,3,4,167,28
2009,20,F,A,23,0,2,0,1,0,0,0,0,0,2,3,5,0,1,3,0,1,2,2,0,0,0,0,0,0,0
2009,20,F,B,153,23,34,13,10,3,2,2,25,3,43,43,25,3,15,46,6,3,8,3,9,4,3,0,1,17,4
2009,20,F,I,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,20,F,P,12,2,4,0,0,0,0,0,2,0,3,8,3,0,0,3,0,0,0,0,0,0,2,0,0,2,0
2009,20,F,Q,86,13,18,10,3,2,0,0,9,4,24,25,18,0,8,23,4,1,2,4,1,1,2,0,0,10,1
2009,20,F,W,93,9,13,5,4,1,1,0,6,8,27,28,14,0,9,22,3,0,2,2,0,1,4,0,0,6,1
2009,20,M,A,80,10,26,10,7,4,2,0,7,4,24,23,15,1,6,29,2,1,8,8,1,2,4,0,1,12,1
2009,20,M,B,1057,217,485,197,57,47,17,12,125,38,295,419,170,32,107,415,42,38,76,43,68,28,89,8,19,309,50
2009,20,M,I,16,0,3,1,6,0,0,1,0,0,2,2,0,0,5,9,2,0,1,0,2,1,0,1,0,2,0
2009,20,M,P,156,21,65,30,7,4,2,3,11,6,38,68,23,7,6,53,5,3,10,4,12,6,11,0,3,35,8
2009,20,M,Q,658,82,241,88,37,15,18,1,56,36,141,264,114,13,53,222,26,29,26,25,36,20,39,3,4,144,28
2009,20,M,W,578,83,170,87,36,29,11,2,46,34,135,213,86,6,67,191,16,21,11,32,20,9,30,5,2,92,19
2009,22,F,A,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2009,22,F,B,14,3,4,2,2,1,0,0,1,2,4,2,3,1,3,8,0,1,0,0,0,0,0,0,0,4,1
2009,22,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,22,F,P,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2009,22,F,Q,9,1,3,1,0,0,0,0,0,0,4,0,0,0,1,4,0,0,0,2,0,0,0,0,0,1,0
2009,22,F,W,12,1,1,1,2,0,0,0,0,0,1,1,2,0,10,7,0,0,0,1,0,0,0,0,0,0,0
2009,22,M,A,8,0,2,0,1,0,0,0,0,0,4,1,0,1,1,4,0,0,1,0,0,0,1,0,0,1,0
2009,22,M,B,226,9,100,15,11,2,2,8,10,2,125,33,25,13,35,106,18,4,36,6,19,18,23,0,1,58,6
2009,22,M,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,22,M,P,37,1,12,1,2,0,1,1,1,0,17,4,5,1,7,13,4,4,6,1,0,0,0,0,0,3,5
2009,22,M,Q,123,6,54,9,14,1,1,0,2,0,48,23,14,3,13,56,4,7,19,9,8,1,7,0,0,24,7
2009,22,M,W,94,5,30,8,14,7,1,0,5,2,27,4,10,0,46,53,4,6,4,1,6,0,14,2,0,20,7
2009,23,F,A,11,2,2,0,1,2,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,1,0
2009,23,F,B,510,66,145,43,31,15,3,4,20,2,49,44,31,10,39,128,17,12,24,25,11,8,27,3,1,82,24
2009,23,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,23,F,P,64,10,15,4,3,2,0,0,3,0,8,9,3,1,10,14,5,0,3,0,2,3,4,0,0,10,1
2009,23,F,Q,372,62,74,33,29,15,4,0,13,1,38,32,20,3,53,106,16,7,11,9,5,6,11,1,2,48,9
2009,23,F,W,48,12,12,4,5,1,0,0,1,0,4,5,8,0,14,15,0,2,1,1,0,1,1,0,0,8,3
2009,23,M,A,105,9,29,5,23,4,1,0,4,2,23,8,4,1,5,29,4,4,7,5,2,3,3,0,0,16,3
2009,23,M,B,7536,671,3489,701,418,195,61,25,225,87,718,884,461,269,698,2955,320,629,588,415,388,238,810,42,45,2286,661
2009,23,M,I,23,2,9,2,1,0,0,0,1,1,2,1,2,1,0,7,1,4,3,2,0,0,1,0,0,4,2
2009,23,M,P,991,126,497,124,76,35,13,2,43,18,111,112,72,28,161,438,77,79,76,63,40,55,104,9,6,327,74
2009,23,M,Q,3864,371,1723,330,292,106,39,15,116,56,352,463,267,127,455,1609,193,359,278,175,183,115,322,14,20,1222,335
2009,23,M,W,350,43,137,39,64,11,3,0,10,12,64,41,25,13,49,123,17,26,17,15,17,6,31,1,1,84,23
2009,24,F,A,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2009,24,F,B,167,35,71,26,7,9,1,0,10,5,36,46,31,2,20,45,23,1,15,20,2,9,8,2,0,29,7
2009,24,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,24,F,P,11,4,5,2,0,2,1,1,2,1,0,1,2,0,4,1,0,0,0,2,0,0,1,0,0,4,0
2009,24,F,Q,63,13,15,8,8,2,0,0,2,3,7,12,11,0,10,23,7,0,1,5,1,2,1,0,2,7,1
2009,24,F,W,36,2,3,2,0,0,0,1,1,3,8,14,9,0,3,10,3,0,0,2,0,0,0,0,0,1,0
2009,24,M,A,18,0,9,1,0,0,0,1,0,1,4,6,3,0,1,3,2,2,0,0,0,3,2,0,0,4,3
2009,24,M,B,1652,198,928,211,59,59,15,7,45,33,348,679,318,29,168,592,112,81,186,109,102,79,160,4,27,553,91
2009,24,M,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,24,M,P,217,29,112,33,5,4,0,4,7,5,43,61,33,2,33,61,9,8,20,12,11,13,16,4,2,70,12
2009,24,M,Q,694,81,349,84,42,17,10,4,27,26,119,231,109,11,77,260,28,40,52,48,39,25,69,1,12,188,50
2009,24,M,W,154,26,56,23,11,11,2,1,7,5,41,54,25,0,14,44,6,5,7,14,5,2,9,0,0,36,1
2009,25,F,A,6,2,2,2,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,1
2009,25,F,B,333,65,102,55,6,17,6,0,23,10,25,68,36,5,50,99,13,7,9,30,8,5,18,0,0,50,9
2009,25,F,I,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2009,25,F,P,40,9,15,7,0,1,0,0,5,3,2,9,3,0,10,15,1,0,2,6,1,0,1,0,0,7,0
2009,25,F,Q,131,22,43,19,7,4,0,0,13,5,11,26,17,0,27,44,3,3,7,11,3,1,3,0,1,22,2
2009,25,F,W,33,6,8,4,0,2,1,0,1,1,1,10,8,0,6,9,1,1,0,4,0,0,0,0,0,4,0
2009,25,M,A,47,3,26,8,3,3,1,0,3,0,2,13,7,5,14,19,1,5,1,2,3,2,5,0,0,17,7
2009,25,M,B,4775,688,2674,654,175,210,82,17,310,96,396,1232,476,156,690,2264,224,292,343,428,281,162,559,32,13,1814,293
2009,25,M,I,15,0,6,0,1,0,0,0,0,0,0,8,1,0,2,9,2,1,0,0,1,1,1,0,0,6,1
2009,25,M,P,625,87,353,74,12,21,22,0,40,37,33,235,99,29,87,309,37,53,39,44,31,13,87,4,2,248,44
2009,25,M,Q,1667,179,830,177,74,28,54,4,91,56,130,473,195,66,269,755,54,110,122,114,102,40,188,11,6,535,87
2009,25,M,W,223,34,104,35,9,7,18,2,23,15,16,67,20,3,30,104,11,25,8,28,12,8,8,1,1,60,17
2009,26,F,A,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2009,26,F,B,179,27,53,27,15,7,1,0,5,3,24,30,13,3,22,60,6,2,13,10,3,1,6,0,1,28,2
2009,26,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,26,F,P,14,5,4,3,1,0,0,0,3,0,1,4,1,0,3,4,0,0,0,2,0,0,0,0,0,1,1
2009,26,F,Q,48,6,7,5,5,1,1,0,0,1,3,11,6,0,3,13,3,2,1,4,0,1,1,0,0,1,0
2009,26,F,W,14,0,2,1,2,0,0,0,0,0,1,2,0,0,1,6,3,0,0,0,0,1,0,0,0,1,0
2009,26,M,A,29,2,15,4,4,0,2,4,2,1,5,7,4,1,5,4,1,3,7,3,3,0,0,0,0,6,2
2009,26,M,B,2691,247,1756,399,122,65,15,11,91,39,615,883,342,37,182,1256,260,113,541,156,211,185,351,16,38,1109,134
2009,26,M,I,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2009,26,M,P,246,21,183,37,12,5,5,2,7,11,64,59,22,3,15,108,32,18,70,9,20,25,33,1,5,95,14
2009,26,M,Q,685,63,409,82,41,15,17,6,29,18,122,202,69,9,54,314,55,27,100,33,60,42,83,6,4,249,38
2009,26,M,W,105,8,50,15,6,3,1,0,3,4,21,37,16,0,13,42,7,6,8,6,7,5,11,1,1,33,4
2009,28,F,A,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
2009,28,F,B,417,42,140,47,39,12,3,0,17,3,35,67,39,2,84,169,21,9,20,25,18,10,29,2,1,95,10
2009,28,F,I,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,28,F,P,20,1,4,2,0,0,0,0,1,0,4,1,1,0,8,8,0,0,0,0,0,0,2,0,0,4,1
2009,28,F,Q,80,0,16,1,1,0,0,0,1,0,6,12,7,1,19,28,2,1,1,0,1,0,7,0,0,15,0
2009,28,F,W,36,1,8,2,6,2,0,0,0,1,0,3,5,0,19,14,0,0,0,0,1,1,2,0,0,6,1
2009,28,M,A,44,1,25,2,2,1,0,0,0,1,3,9,5,3,8,14,2,5,2,2,5,1,6,0,0,16,6
2009,28,M,B,5626,385,3318,638,234,136,46,30,180,69,621,1051,792,223,1134,2689,358,464,450,304,412,276,691,31,52,2372,569
2009,28,M,I,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2009,28,M,P,229,21,115,34,10,8,5,2,9,3,13,37,30,8,40,89,17,15,20,13,17,11,24,1,2,61,23
2009,28,M,Q,669,34,312,69,43,10,8,1,11,6,37,125,72,20,150,289,32,44,47,22,26,16,56,4,2,228,56
2009,28,M,W,127,13,62,12,3,6,4,0,6,3,9,16,19,2,37,56,2,4,3,6,7,3,12,1,1,43,8
2009,30,F,A,4,0,2,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0
2009,30,F,B,197,19,66,13,31,12,1,0,3,0,23,32,29,2,63,102,4,4,10,1,5,4,15,3,2,50,3
2009,30,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,30,F,P,56,1,15,1,14,0,0,0,2,0,1,6,8,0,18,39,2,1,2,1,1,0,0,0,0,12,2
2009,30,F,Q,106,4,28,3,25,2,1,1,3,1,7,10,21,1,38,59,4,3,4,2,2,2,2,0,1,21,2
2009,30,F,W,24,2,7,2,4,1,0,0,0,0,0,3,3,0,6,14,1,1,1,0,0,0,0,0,0,5,1
2009,30,M,A,43,4,19,5,7,2,2,0,1,0,4,7,7,0,12,25,2,1,2,0,1,1,4,0,0,16,2
2009,30,M,B,3284,260,1936,347,342,109,42,12,104,34,631,688,607,88,1.00E+03,1812,254,134,453,114,204,187,348,17,46,1326,180
2009,30,M,I,23,2,11,2,7,1,0,0,2,1,2,3,8,0,7,16,1,2,1,0,1,0,2,0,0,9,1
2009,30,M,P,1283,69,678,100,197,28,15,7,38,14,106,189,267,28,464,780,97,49,109,49,85,58,129,4,13,495,69
2009,30,M,Q,2244,114,1146,231,329,33,23,10,46,28,149,357,424,22,858,1305,150,117,166,65,92,86,199,4,14,801,151
2009,30,M,W,163,12,80,15,22,10,3,0,5,2,10,32,29,2,51,98,6,8,5,6,5,3,9,0,0,64,9
2009,32,F,A,7,2,6,1,1,1,0,0,1,0,1,1,1,0,1,2,1,1,0,0,0,1,0,0,0,4,1
2009,32,F,B,636,107,357,89,63,41,7,2,41,7,69,66,93,28,114,351,56,80,33,40,37,45,37,9,4,239,80
2009,32,F,I,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2009,32,F,P,13,1,8,1,2,0,0,0,1,0,1,1,0,0,2,4,1,3,1,1,0,0,0,0,1,3,2
2009,32,F,Q,67,6,27,4,10,2,1,0,2,0,4,9,9,2,10,36,4,5,3,2,1,1,4,0,0,22,5
2009,32,F,W,8,1,4,2,2,1,0,0,1,0,0,2,1,0,1,5,0,2,0,0,0,0,0,0,0,3,2
2009,32,M,A,75,5,69,13,11,4,3,0,6,0,6,10,8,2,6,56,6,17,3,5,9,6,11,0,2,54,15
2009,32,M,B,10234,720,8507,1070,897,274,144,48,358,76,1062,1178,1252,600,1279,7045,1122,1839,1006,521,1056,999,1124,61,204,6390,1820
2009,32,M,I,6,0,5,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,3,2,0,1,0,0,0,2,1
2009,32,M,P,297,23,234,34,36,8,4,1,7,3,35,34,35,10,34,207,28,37,42,15,20,25,34,2,4,183,42
2009,32,M,Q,574,68,379,77,63,25,17,3,25,7,48,67,65,14,94,347,44,64,49,32,41,31,36,4,7,277,72
2009,32,M,W,74,13,62,12,10,8,3,1,11,0,4,8,6,6,17,48,8,13,7,4,3,6,10,0,0,45,17
2009,33,F,A,5,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,33,F,B,46,12,16,8,6,3,1,0,6,0,5,14,6,0,19,23,5,0,2,3,0,3,3,2,0,9,1
2009,33,F,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,33,F,P,57,4,13,5,4,1,0,0,3,2,9,16,5,0,11,25,2,0,3,0,0,1,2,1,0,11,1
2009,33,F,Q,117,4,33,7,29,2,0,0,4,1,10,12,20,1,33,47,6,3,4,2,5,4,2,3,0,20,3
2009,33,F,W,28,4,9,4,3,1,0,0,3,0,1,5,3,0,14,14,0,2,0,1,1,1,3,0,0,6,1
2009,33,M,A,29,5,17,7,5,2,0,0,2,0,2,16,3,0,7,11,0,0,4,1,1,1,3,0,1,9,1
